health,x,y,is_jumping,is_crouching,move_id,enemy_health,enemy_x,enemy_y,action
79,161,192,0,0,0,163,222,192,far_combo_1
79,161,192,0,0,0,163,222,192,far_combo_1
79,161,192,0,0,0,163,222,192,far_combo_2
79,156,192,0,0,0,163,222,192,far_uppercut
79,151,192,0,0,0,163,222,192,far_uppercut
79,146,192,0,0,0,163,222,192,far_combo_2
79,142,192,0,0,0,163,222,192,far_combo_1
79,142,192,0,0,0,163,222,192,far_uppercut
79,134,192,0,0,0,163,222,192,far_combo_1
79,134,192,0,0,0,163,222,192,far_uppercut
79,128,192,0,0,0,163,222,192,far_combo_2
79,128,192,0,0,0,163,222,192,far_combo_2
79,123,192,0,0,0,163,222,192,far_combo_2
79,121,192,0,0,0,163,222,192,far_combo_2
79,120,192,0,0,0,163,222,192,far_combo_2
79,120,192,0,0,0,163,222,192,far_combo_1
79,119,192,0,0,0,163,222,192,far_uppercut
79,119,192,0,0,0,163,222,192,far_combo_2
79,118,192,0,0,0,163,222,192,far_combo_2
79,118,192,0,0,0,163,222,192,far_combo_2
79,118,192,0,0,0,163,222,192,far_uppercut
79,117,192,0,0,0,163,221,192,far_combo_2
79,116,192,0,0,0,163,218,192,far_combo_2
79,116,192,0,0,0,163,218,192,far_combo_1
79,116,192,0,0,0,163,217,192,far_combo_2
79,118,192,0,0,0,163,214,192,far_combo_1
79,118,192,0,0,0,163,214,192,far_combo_2
79,118,192,0,0,0,163,212,192,far_uppercut
79,118,192,0,1,0,163,209,192,far_uppercut
79,118,192,0,1,0,163,209,192,far_combo_1
79,118,192,0,1,0,163,208,192,far_uppercut
79,118,192,0,0,1,163,206,192,far_combo_2
79,118,192,0,0,1,163,205,192,far_uppercut
79,118,192,0,0,1,163,204,192,far_combo_1
79,118,192,0,0,1,163,202,192,far_combo_1
79,118,192,0,0,1,163,199,192,far_uppercut
79,118,192,0,0,1,163,198,192,far_uppercut
79,118,192,0,0,1,163,196,192,far_uppercut
79,118,192,0,0,1,163,195,192,far_uppercut
79,118,192,0,0,1,163,193,192,far_combo_1
79,118,192,0,0,1,163,193,192,far_combo_1
79,118,192,0,0,1,163,192,192,far_uppercut
79,118,192,0,0,1,163,189,192,far_combo_2
79,155,192,0,0,1,163,179,192,crouch_special
79,155,192,0,0,1,138,185,192,walk_left
79,118,192,0,0,1,138,186,192,far_combo_2
79,118,192,0,0,1,138,186,192,far_uppercut
79,118,192,0,0,1,138,186,192,far_combo_1
79,118,192,0,0,1,138,186,192,far_combo_1
79,118,192,0,0,1,138,186,192,far_combo_1
79,118,192,0,0,1,138,186,192,far_combo_2
79,118,192,0,0,1,138,186,192,far_combo_2
79,118,192,0,0,1,138,186,192,far_combo_2
79,118,192,0,0,1,138,186,192,far_uppercut
79,118,192,0,0,1,138,186,192,far_uppercut
79,118,192,0,0,1,138,186,192,far_uppercut
79,118,192,0,0,1,138,186,192,far_combo_1
79,118,192,0,0,1,138,186,192,far_combo_1
79,118,192,0,0,1,138,186,192,far_combo_1
79,118,192,0,0,1,138,186,192,far_uppercut
79,118,192,0,0,1,138,186,192,far_combo_2
79,118,192,0,0,1,138,191,192,far_uppercut
79,118,192,0,0,1,138,191,192,far_uppercut
79,118,192,0,0,1,138,196,192,far_combo_1
79,118,192,0,0,1,138,196,192,far_combo_1
79,118,192,0,0,1,138,201,192,far_combo_1
79,118,192,0,0,1,138,201,192,far_combo_2
79,118,192,0,0,1,138,205,192,far_combo_2
79,118,192,0,0,1,138,205,192,far_uppercut
79,118,192,0,0,1,138,209,192,far_combo_1
79,118,192,0,0,1,138,209,192,far_combo_1
79,118,192,0,0,1,138,213,192,far_combo_1
79,118,192,0,0,1,138,213,192,far_combo_1
79,118,192,0,0,1,138,216,192,far_combo_1
79,118,192,0,0,1,138,216,192,far_combo_2
79,118,192,0,0,1,138,219,192,far_combo_1
79,118,192,0,0,1,138,219,192,far_combo_1
79,118,192,0,0,1,138,222,192,far_uppercut
79,118,192,0,0,1,138,222,192,far_uppercut
79,118,192,0,0,1,138,224,192,far_combo_1
79,118,192,0,0,1,138,224,192,far_uppercut
79,118,192,0,0,1,138,226,192,far_uppercut
79,118,192,0,0,1,138,226,192,far_uppercut
79,118,192,0,0,1,138,227,192,far_combo_1
79,118,192,0,0,1,138,227,192,far_uppercut
79,118,192,0,0,1,138,227,192,far_uppercut
79,118,192,0,0,1,138,227,192,far_combo_2
79,118,192,0,0,1,138,228,192,far_uppercut
79,118,192,0,0,1,138,228,192,far_uppercut
79,118,192,0,0,1,138,228,192,far_combo_1
79,118,192,0,0,1,138,228,192,far_combo_1
79,118,192,0,0,1,138,229,192,far_combo_2
79,118,192,0,0,1,138,229,192,far_uppercut
79,118,192,0,0,1,138,229,192,far_combo_1
79,118,192,0,0,1,138,229,192,far_uppercut
79,118,192,0,0,1,138,230,192,far_uppercut
79,118,192,0,0,1,138,230,192,far_combo_2
79,118,192,0,0,1,138,230,192,far_combo_2
79,118,192,0,0,1,138,230,192,far_combo_2
79,118,192,0,0,1,138,231,192,far_combo_2
79,118,192,0,0,1,138,231,192,far_uppercut
79,118,192,0,0,1,138,231,192,far_combo_1
79,118,192,0,0,1,138,230,192,far_combo_2
79,118,192,0,0,0,138,230,192,far_uppercut
79,118,192,0,0,0,138,228,192,far_uppercut
79,118,192,0,0,0,138,227,192,far_combo_2
79,118,192,0,0,0,138,227,192,far_combo_2
79,118,192,0,1,0,138,225,192,far_combo_1
79,118,192,0,1,0,138,225,192,far_combo_1
79,118,192,0,1,0,138,224,192,far_combo_2
79,118,192,0,1,0,138,224,192,far_uppercut
79,118,192,0,0,0,138,222,192,far_uppercut
79,118,192,0,0,0,138,222,192,far_uppercut
79,118,192,0,0,0,138,221,192,far_uppercut
79,118,192,0,0,0,138,221,192,far_combo_1
79,118,192,0,1,1,138,220,192,far_combo_1
79,118,192,0,1,1,138,220,192,far_combo_1
79,118,192,0,0,1,138,218,192,far_uppercut
79,118,192,0,0,1,138,218,192,far_combo_1
79,118,192,0,0,1,138,217,192,far_combo_1
79,118,192,0,0,1,138,217,192,far_combo_1
79,139,192,0,0,1,138,212,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_uppercut
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_uppercut
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_combo_2
79,182,192,0,0,1,138,115,192,close_combo_1
79,118,192,0,0,1,138,215,192,far_uppercut
79,118,192,0,0,1,138,215,192,far_uppercut
79,118,192,0,0,1,138,215,192,far_uppercut
79,182,192,0,0,1,138,115,192,close_uppercut
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_uppercut
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_combo_2
79,139,192,0,0,1,138,208,192,far_uppercut
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_uppercut
79,118,192,0,0,1,138,215,192,far_uppercut
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_combo_1
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_uppercut
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_uppercut
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_combo_1
79,139,192,0,0,1,138,208,192,far_combo_2
79,118,192,0,0,1,138,215,192,far_combo_1
79,139,192,0,0,1,138,211,192,far_combo_2
